"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"21-Apr-2023","EQ","353.15","358.90","347.55","350.60","358.85","357.15","354.86","398.25","299.00","78,464","27,843,366.00","6,721"
"20-Apr-2023","EQ","357.50","360.00","348.10","357.30","349.95","350.60","353.06","398.25","299.00","181,691","64,148,656.05","12,371"
"19-Apr-2023","EQ","356.80","360.00","355.15","356.75","356.15","357.30","357.91","398.25","299.00","67,927","24,311,703.20","6,244"
"18-Apr-2023","EQ","355.35","360.35","354.40","354.30","357.00","356.75","357.50","398.25","299.00","42,332","15,133,746.85","3,644"
"17-Apr-2023","EQ","353.90","358.00","351.10","351.80","356.00","354.30","355.59","398.25","299.00","65,491","23,287,963.70","5,916"
"13-Apr-2023","EQ","356.25","357.00","350.00","356.65","350.20","351.80","353.92","398.25","299.00","55,315","19,577,113.85","5,217"
"12-Apr-2023","EQ","358.70","360.00","355.05","357.60","356.55","356.65","357.65","398.25","299.00","48,841","17,468,168.30","3,258"
"11-Apr-2023","EQ","357.95","363.80","355.30","357.25","357.00","357.60","358.55","398.25","299.00","65,286","23,408,606.15","4,280"
"10-Apr-2023","EQ","353.90","360.35","352.05","353.80","355.00","357.25","356.21","398.25","299.00","96,219","34,274,040.90","6,098"
"06-Apr-2023","EQ","351.00","355.20","346.60","350.05","351.45","353.80","351.57","398.40","299.00","66,502","23,380,374.40","3,762"
"05-Apr-2023","EQ","349.70","352.60","344.90","347.50","349.35","350.05","349.69","398.40","299.00","54,293","18,985,685.95","3,800"
"03-Apr-2023","EQ","343.00","350.00","342.80","344.80","347.20","347.50","346.27","398.40","299.00","84,965","29,421,131.20","6,445"
"31-Mar-2023","EQ","335.55","348.45","332.20","332.30","346.15","344.80","342.59","398.40","299.00","153,634","52,633,096.60","9,559"
"29-Mar-2023","EQ","330.90","334.85","327.65","331.80","333.00","332.30","331.55","398.40","299.00","139,624","46,292,535.00","6,889"
"28-Mar-2023","EQ","333.90","338.70","329.90","336.75","333.50","331.80","335.20","398.40","299.00","199,734","66,951,014.90","8,014"
"27-Mar-2023","EQ","353.90","353.90","332.30","351.75","333.00","336.75","342.63","398.40","299.00","120,083","41,143,690.80","6,968"
"24-Mar-2023","EQ","354.60","359.20","349.00","354.10","350.00","351.75","354.50","398.40","299.00","98,444","34,898,759.90","5,226"
